자격구분코드,자격구분명,계열명,종목명,상세분야,언어,버전,급수,공통유무
W,일학습병행자격,L4,금속도장,,,20V1,,
W,일학습병행자격,L2,수동용접,CO2용접,,20V1,,
W,일학습병행자격,L2,수동용접,가스텅스텐아크용접,,20V1,,
W,일학습병행자격,L2,수동용접,가스메탈아크용접,,20V1,,
W,일학습병행자격,L4,수동용접,CO2용접,,20V1,,
W,일학습병행자격,L4,수동용접,가스텅스텐아크용접,,20V1,,
W,일학습병행자격,L4,수동용접,가스메탈아크용접,,20V1,,
W,일학습병행자격,L2,자동용접,로봇용접,,20V1,,
W,일학습병행자격,L4,자동용접,로봇용접,,20V1,,
W,일학습병행자격,L4,세라믹제조,,,20V1,,
W,일학습병행자격,L2,세라믹제조,,,20V1,,
W,일학습병행자격,L2,유리재료제조,,,20V1,,
W,일학습병행자격,L4,유리재료제조,,,20V1,,
W,일학습병행자격,L2,탄소제품제조,,,20V1,,
W,일학습병행자격,L4,탄소제품제조,,,20V1,,
W,일학습병행자격,L5,화학물질분석,,,20V1,,
W,일학습병행자격,L3,화학물질분석,,,20V1,,
W,일학습병행자격,L5,화학물질취급관리,,,20V1,,
W,일학습병행자격,L3,화학물질취급관리,,,20V1,,
W,일학습병행자격,L3,기초석유화학제품제조,,,20V1,,
W,일학습병행자격,L5,기초석유화학제품제조,,,20V1,,
W,일학습병행자격,L3,고분자복합재료제조,,,20V1,,
W,일학습병행자격,L5,고분자복합재료제조,,,20V1,,
W,일학습병행자격,L3,고분자제품제조,,,20V1,,
W,일학습병행자격,L3,의약품제조,,,20V1,,
W,일학습병행자격,L5,의약품제조,,,20V1,,
W,일학습병행자격,L3,화장품제조,,,20V1,,
W,일학습병행자격,L5,화장품제조,,,20V1,,
W,일학습병행자격,L3,검수,,,ver1.0,,
W,일학습병행자격,L3,해상교통관제,,,ver1.0,,
W,일학습병행자격,L4,부동산경·공매,,,ver1.0,,
W,일학습병행자격,L5,건설사업관리,,,ver1.0,,
W,일학습병행자격,L5,산업환경기계설비,,,ver1.0,,
W,일학습병행자격,L5,해양자원탐사·개발관리,,,ver1.0,,
W,일학습병행자격,L3,건축사업관리,,,ver1.0,,
W,일학습병행자격,L5,재무기획관리,,,ver1.0,,
W,일학습병행자격,L4,산업물류,,,ver1.0,,
W,일학습병행자격,L3,품질보증,,,ver1.0,,
W,일학습병행자격,L3,손해사정,,,ver1.0,,
W,일학습병행자격,L5,평생교육프로그램개발운영,,,ver1.0,,
W,일학습병행자격,L5,소방공사관리,,,ver1.0,,
W,일학습병행자격,L5,의료기관의료기기안전,,,ver1.0,,
W,일학습병행자격,L4,보육현장,,,ver1.0,,
W,일학습병행자격,L5,구매조달관리,,,ver1.0,,
W,일학습병행자격,L5,자재관리,,,ver1.0,,
W,일학습병행자격,L5,품질기획,,,ver1.0,,
W,일학습병행자격,L5,품질보증,,,ver1.0,,
W,일학습병행자격,L5,SCM관리,,,ver1.0,,
W,일학습병행자격,L4,경영통계분석,,,ver1.0,,
W,일학습병행자격,L4,광고홍보,,,ver1.0,,
W,일학습병행자격,L4,마케팅전략기획,,,ver1.0,,
W,일학습병행자격,L4,품질운영,,,ver1.0,,
W,일학습병행자격,L3,공정관리,,,ver1.0,,
W,일학습병행자격,L3,구매조달관리,,,ver1.0,,
W,일학습병행자격,L3,구매조달관리,,,ver1.0,,
W,일학습병행자격,L3,세무·회계정보관리,,,ver1.0,,
W,일학습병행자격,L3,수출입관리,,,ver1.0,,
W,일학습병행자격,L3,총무·인사,,,ver1.0,,
W,일학습병행자격,L3,품질운영,,,ver1.0,,
W,일학습병행자격,L3,SCM관리,,,ver1.0,,
W,일학습병행자격,L2,세무·회계정보관리,,,ver1.0,,
W,일학습병행자격,L5,계약심사,언더라이팅,,ver1.0,,
W,일학습병행자격,L3,금융업무관리,,,ver1.0,,
W,일학습병행자격,L5,손해사정,,,ver1.0,,
W,일학습병행자격,L5,신용분석,,,ver1.0,,
W,일학습병행자격,L5,인보험계약심사,언더라이팅,,ver2.0,,
W,일학습병행자격,L5,재물보험계약심사,언더라이팅,,ver2.0,,
W,일학습병행자격,L3,사출금형제작,,,ver2.0,,
W,일학습병행자격,L3,프레스금형설계,,,ver2.0,,
W,일학습병행자격,L5,프레스금형설계,,,ver2.0,,
W,일학습병행자격,L3,프레스금형제작,,,ver2.0,,
W,일학습병행자격,L3,금속재료평가,,,ver2.0,,
W,일학습병행자격,L4,금속재료평가,,,ver2.0,,
W,일학습병행자격,L5,금속재료설계,,,ver2.0,,
W,일학습병행자격,L2,제선,,,ver2.0,,
W,일학습병행자격,L4,제선,,,ver2.0,,
W,일학습병행자격,L4,제강,,,ver2.0,,
W,일학습병행자격,L4,열간압연,,,ver2.0,,
W,일학습병행자격,L2,냉간압연,,,ver2.0,,
W,일학습병행자격,L2,비철금속건식제련,,,ver2.0,,
W,일학습병행자격,L4,비철금속건식제련,,,ver2.0,,
W,일학습병행자격,L4,비철금속습식제련,,,ver2.0,,
W,일학습병행자격,L2,주조,,,ver2.0,,
W,일학습병행자격,L4,주조,,,ver2.0,,
W,일학습병행자격,L3,단조압출인발,단조,,ver2.0,,
W,일학습병행자격,L3,단조압출인발,압출인발,,ver2.0,,
W,일학습병행자격,L4,열처리,,,ver2.0,,
W,일학습병행자격,L2,선재가공,,,ver2.0,,
W,일학습병행자격,L4,선재가공,,,ver2.0,,
W,일학습병행자격,L3,판금제관,,,ver2.0,,
W,일학습병행자격,L2,강관제조,,,ver2.0,,
W,일학습병행자격,L4,강관제조,,,ver2.0,,
W,일학습병행자격,L2,도금,,,ver2.0,,
W,일학습병행자격,L4,도금,,,ver2.0,,
W,일학습병행자격,L2,금속도장,,,ver2.0,,
W,일학습병행자격,L3,광산환경관리,,,ver1.0,,
W,일학습병행자격,L3,바이오에너지생산기술,,,ver1.0,,
W,일학습병행자격,L3,비파괴검사관리,,,ver1.0,,
W,일학습병행자격,L3,산업안전관리,,,ver1.0,,
W,일학습병행자격,L3,산업환경보건관리,,,ver1.0,,
W,일학습병행자격,L3,실내공기질관리,,,ver1.0,,
W,일학습병행자격,L3,바이오제품제조,,,ver1.0,,
W,일학습병행자격,L3,석유화학제품제조,비료,,ver1.0,,
W,일학습병행자격,L3,석유화학제품제조,석유,,ver1.0,,
W,일학습병행자격,L3,석유화학제품제조,석유화학,,ver1.0,,
W,일학습병행자격,L3,석유화학제품제조,합성수지,,ver1.0,,
W,일학습병행자격,L3,석유화학제품제조,합성원료,,ver1.0,,
W,일학습병행자격,L3,정밀화학제품제조,계면활성제,,ver1.0,,
W,일학습병행자격,L3,나전칠기,,,ver2.0,,
W,일학습병행자격,L3,칠공예,,,ver2.0,,
W,일학습병행자격,L3,목공예,,,ver2.0,,
W,일학습병행자격,L2,석공예,,,ver2.0,,
W,일학습병행자격,L3,금속공예,,,ver2.0,,
W,일학습병행자격,L3,도자공예,,,ver2.0,,
W,일학습병행자격,L3,섬유공예,,,ver2.0,,
W,일학습병행자격,L2,단위화훼장식,,,ver2.0,,
W,일학습병행자격,L4,단위화훼장식,,,ver2.0,,
W,일학습병행자격,L3,가구제작,,,ver2.0,,
W,일학습병행자격,L2,주얼리머천다이징,,,ver2.0,,
W,일학습병행자격,L4,주얼리머천다이징,,,ver2.0,,
W,일학습병행자격,L3,보석감정,,,ver2.0,,
W,일학습병행자격,L3,보석디자인,,,ver2.0,,
W,일학습병행자격,L2,귀금속가공,,,ver2.0,,
W,일학습병행자격,L5,기후대기관리,,,ver2.0,,
W,일학습병행자격,L5,자원순환관리,,,ver2.0,,
W,일학습병행자격,L5,토양지하수관리,,,ver2.0,,
W,일학습병행자격,L5,수질관리,,,ver2.0,,
W,일학습병행자격,L4,정수장운영관리,,,ver2.0,,
W,일학습병행자격,L3,실내공기질관리,,,ver2.0,,
W,일학습병행자격,L5,위해성관리,,,ver2.0,,
W,일학습병행자격,L3,생태복원관리,,,ver2.0,,
W,일학습병행자격,L5,생태복원관리,,,ver2.0,,
W,일학습병행자격,L4,환경시설관리,,,ver2.0,,
W,일학습병행자격,L5,환경영향평가,,,ver2.0,,
W,일학습병행자격,L3,광산조사·탐사,,,ver2.0,,
W,일학습병행자격,L5,광산조사·탐사,,,ver2.0,,
W,일학습병행자격,L3,광물·석유자원개발,,,ver2.0,,
W,일학습병행자격,L3,기능성정밀화학제품제조,,,20V1,,
W,일학습병행자격,L5,기능성정밀화학제품제조,,,20V1,,
W,일학습병행자격,L3,도료제조,,,20V1,,
W,일학습병행자격,L3,바이오의약품제조,,,20V1,,
W,일학습병행자격,L5,바이오의약품제조,,,20V1,,
W,일학습병행자격,L3,바이오화학제품제조,,,20V1,,
W,일학습병행자격,L5,바이오화학제품제조,,,20V1,,
W,일학습병행자격,L3,플라스틱사출성형품제조,,,20V1,,
W,일학습병행자격,L3,플라스틱압출제품제조,,,20V1,,
W,일학습병행자격,L5,플라스틱압출제품제조,,,20V1,,
W,일학습병행자격,L3,합섬원사생산,,,20V1,,
W,일학습병행자격,L3,방적원사생산,,,20V1,,
W,일학습병행자격,L3,제직생산,,,20V1,,
W,일학습병행자격,L3,편직생산,,,20V1,,
W,일학습병행자격,L3,섬유염색가공,,,20V1,,
W,일학습병행자격,L5,섬유염색가공,,,20V1,,
W,일학습병행자격,L5,섬유품질경영관리,,,20V1,,
W,일학습병행자격,L4,패션머천다이징,,,20V1,,
W,일학습병행자격,L4,패션디자인,,,20V1,,
W,일학습병행자격,L3,패턴메이킹,,,20V1,,
W,일학습병행자격,L3,제직의류생산,,,20V1,,
W,일학습병행자격,L3,가죽·모피생산,,,20V1,,
W,일학습병행자격,L3,패션소품생산,,,20V1,,
W,일학습병행자격,L2,패션제품유통,,,20V1,,
W,일학습병행자격,L4,패션제품유통,,,20V1,,
W,일학습병행자격,L5,전력계통설계,,,20V1,,
W,일학습병행자격,L5,전기기기설계,,,20V1,,
W,일학습병행자격,L3,전기기기제작,,,20V1,,
W,일학습병행자격,L2,전기기기제작,,,20V1,,
W,일학습병행자격,L3,전기설계,,,20V1,,
W,일학습병행자격,L5,전기설계,,,20V1,,
W,일학습병행자격,L3,전기시공,,,20V1,,
W,일학습병행자격,L2,전기시공,,,20V1,,
W,일학습병행자격,L5,전기설비시공,,,20V1,,
W,일학습병행자격,L2,자동제어기기제작,,,20V1,,
W,일학습병행자격,L3,자동제어기기제작,,,20V1,,
W,일학습병행자격,L5,채권관리,,,ver1.0,,
W,일학습병행자격,L5,투자금융,IB,,ver1.0,,
W,일학습병행자격,L5,금융자산관리,은행,,ver1.0,,
W,일학습병행자격,L3,보험영업·계약관리,,,ver1.0,,
W,일학습병행자격,L5,경력개발지도,,,ver1.0,,
W,일학습병행자격,L5,기업교육,,,ver1.0,,
W,일학습병행자격,L5,이러닝시스템개발,,,ver1.0,,
W,일학습병행자격,L5,이러닝콘텐츠개발,,,ver1.0,,
W,일학습병행자격,L4,이러닝과정운영,,,ver1.0,,
W,일학습병행자격,L3,이러닝관리,,,ver1.0,,
W,일학습병행자격,L3,직업교육,,,ver1.0,,
W,일학습병행자격,L5,기업재난관리,,,ver1.0,,
W,일학습병행자격,L5,방재,,,ver1.0,,
W,일학습병행자격,L5,지식재산사무,,,ver1.0,,
W,일학습병행자격,L4,소방설계·감리,,,ver1.0,,
W,일학습병행자격,L4,지식재산사무,,,ver1.0,,
W,일학습병행자격,L3,위험물안전관리,,,ver1.0,,
W,일학습병행자격,L3,요양보호,,,ver1.0,,
W,일학습병행자격,L3,의료코디네이터,,,ver1.0,,
W,일학습병행자격,L5,사회복지정책,,,ver1.0,,
W,일학습병행자격,L5,전직지원,,,ver1.0,,
W,일학습병행자격,L2,어촌체험관리,,,ver2.0,,
W,일학습병행자격,L4,어촌체험관리,,,ver2.0,,
W,일학습병행자격,L3,어장환경정화관리,,,ver2.0,,
W,일학습병행자격,L3,특수인쇄,스크린,,ver1.0,,
W,일학습병행자격,L5,공정관리,,,ver1.0,,
C,과정평가형자격,기사,용접산업기사,,,,,
W,일학습병행자격,L4,냉동공조시공관리,,,ver1.0,,
W,일학습병행자격,L4,와이어방전가공,방전,,ver1.0,,
W,일학습병행자격,L4,특수가공,워터젯,,ver1.0,,
W,일학습병행자격,L3,동력기계설치·정비,,,ver1.0,,
W,일학습병행자격,L2,비철금속제련,,,ver1.0,,
W,일학습병행자격,L2,일반세라믹제조,,,ver1.0,,
W,일학습병행자격,L6,반응공정개발운전,,,ver1.0,,
W,일학습병행자격,L5,석유화학제품제조,산알칼리,,ver1.0,,
W,일학습병행자격,L3,연료전지에너지생산기술,,,ver1.0,,
W,일학습병행자격,L5,위해성관리,,,ver1.0,,
W,일학습병행자격,L3,태양광에너지생산기술,,,ver1.0,,
W,일학습병행자격,L3,폐자원에너지생산,,,ver1.0,,
W,일학습병행자격,L5,농업환경개선,,,ver1.0,,
W,일학습병행자격,L5,농촌체험,,,ver1.0,,
W,일학습병행자격,L5,사료생산,,,ver1.0,,
W,일학습병행자격,L5,산림보호,,,ver1.0,,
W,일학습병행자격,L5,산림조성,,,ver1.0,,
W,일학습병행자격,L5,신체손해사정,,,ver2.0,,
W,일학습병행자격,L5,차량손해사정,,,ver2.0,,
W,일학습병행자격,L5,재물손해사정,,,ver2.0,,
W,일학습병행자격,L3,화훼재배,,,ver1.0,,
W,일학습병행자격,L5,평생교육프로그램개발운영,,,ver2.0,,
W,일학습병행자격,L5,기업교육,,,ver2.0,,
W,일학습병행자격,L5,경력지도,,,ver2.0,,
W,일학습병행자격,L3,이러닝관리,,,ver2.0,,
W,일학습병행자격,L4,이러닝과정운영,,,ver2.0,,
W,일학습병행자격,L4,이러닝콘텐츠개발,,,ver2.0,,
W,일학습병행자격,L5,학습시스템개발전문가,,,ver2.0,,
W,일학습병행자격,L2,지식재산사무,,,ver2.0,,
W,일학습병행자격,L5,지식재산사무,,,ver2.0,,
W,일학습병행자격,L4,소방설계·감리,,,ver2.0,,
W,일학습병행자격,L3,소방공사관리,,,ver2.0,,
W,일학습병행자격,L3,위험물안전관리,,,ver2.0,,
W,일학습병행자격,L5,방재,,,ver2.0,,
W,일학습병행자격,L5,기업재난관리,,,ver2.0,,
W,일학습병행자격,L2,요양보호,,,ver2.0,,
W,일학습병행자격,L4,의료기관행정관리,,,ver2.0,,
W,일학습병행자격,L3,의료코디네이터,,,ver2.0,,
W,일학습병행자격,L5,사회복지정책,,,ver2.0,,
W,일학습병행자격,L3,사회복지서비스,,,ver2.0,,
W,일학습병행자격,L5,사회복지서비스,,,ver2.0,,
W,일학습병행자격,L5,직업상담,,,ver2.0,,
W,일학습병행자격,L4,취업알선,,,ver2.0,,
W,일학습병행자격,L5,전직지원,,,ver2.0,,
W,일학습병행자격,L5,광물·석유자원개발,,,ver2.0,,
W,일학습병행자격,L5,광산환경관리,,,ver2.0,,
W,일학습병행자격,L3,광산보안·화약류관리,,,ver2.0,,
C,과정평가형자격,기능사,조주기능사,,,,,
C,과정평가형자격,기능사,미용사,일반,,,,
C,과정평가형자격,기사,컨벤션기획사,,,,2급,
C,과정평가형자격,기사,텔레마케팅관리사,,,,,
W,일학습병행자격,L5,광산보안·화약류관리,,,ver2.0,,
W,일학습병행자격,L3,태양광에너지생산기술,,,ver2.0,,
W,일학습병행자격,L5,태양광에너지생산기술,,,ver2.0,,
W,일학습병행자격,L5,태양열에너지생산기술,,,ver2.0,,
W,일학습병행자격,L5,연료전지에너지생산기술,,,ver2.0,,
W,일학습병행자격,L5,바이오에너지생산기술,,,ver2.0,,
W,일학습병행자격,L3,정밀화학제품제조,색소,,ver1.0,,
W,일학습병행자격,L3,정밀화학제품제조,의약품,,ver1.0,,
W,일학습병행자격,L3,정밀화학제품제조,접착제,,ver1.0,,
W,일학습병행자격,L3,플라스틱제품제조,압출,,ver1.0,,
W,일학습병행자격,L3,플라스틱제품제조,중공진공,,ver1.0,,
W,일학습병행자격,L3,플라스틱제품제조,코팅,,ver1.0,,
W,일학습병행자격,L3,화학물질분석,,,ver1.0,,
W,일학습병행자격,L3,화학물질취급관리,,,ver1.0,,
W,일학습병행자격,L5,섬유생산공정관리,,,ver1.0,,
W,일학습병행자격,L5,섬유염색가공관리,,,ver1.0,,
W,일학습병행자격,L5,원사생산관리,방적,,ver1.0,,
W,일학습병행자격,L5,패션제품유통,,,ver1.0,,
W,일학습병행자격,L5,패턴메이킹,,,ver1.0,,
W,일학습병행자격,L4,원단생산관리,제직,,ver1.0,,
W,일학습병행자격,L4,패션제품유통,,,ver1.0,,
W,일학습병행자격,L4,편직의류생산,,,ver1.0,,
W,일학습병행자격,L3,가죽·모피생산,,,ver1.0,,
W,일학습병행자격,L3,비주얼머천다이징,,,ver1.0,,
W,일학습병행자격,L3,섬유생산공정관리,,,ver1.0,,
W,일학습병행자격,L3,원단생산관리,편직,,ver1.0,,
C,과정평가형자격,기사,소방설비산업기사,전기분야,,,,
C,과정평가형자격,기사,실내건축기사,,,,,
W,일학습병행자격,L2,건축도장시공,,,ver3.0,,
W,일학습병행자격,L2,궤도시공,,,ver3.0,,
W,일학습병행자격,L5,자동제어기기설계,,,20V1,,
W,일학습병행자격,L5,전기철도시공,,,20V1,,
W,일학습병행자격,L3,전기철도신호시공,,,20V1,,
W,일학습병행자격,L2,전기철도신호시공,,,20V1,,
W,일학습병행자격,L5,철도신호시공,,,20V1,,
W,일학습병행자격,L4,전자기기기획,,,20V1,,
W,일학습병행자격,L2,전자기기생산,,,20V1,,
W,일학습병행자격,L4,전자기기생산,,,20V1,,
W,일학습병행자격,L2,전자기기서비스,,,20V1,,
W,일학습병행자격,L4,전자기기서비스,,,20V1,,
W,일학습병행자격,L3,전자기기하드웨어개발,,,20V1,,
W,일학습병행자격,L5,전자기기하드웨어개발,,,20V1,,
W,일학습병행자격,L2,전자기기소프트웨어개발,,,20V1,,
W,일학습병행자격,L4,전자기기소프트웨어개발,,,20V1,,
W,일학습병행자격,L5,전자기기소프트웨어개발,,,20V1,,
W,일학습병행자격,L2,전자기기기구개발,,,20V1,,
W,일학습병행자격,L5,전자기기기구개발,,,20V1,,
W,일학습병행자격,L5,반도체장비개발,,,20V1,,
W,일학습병행자격,L3,반도체장비조립,,,20V1,,
W,일학습병행자격,L3,반도체제조운영,,,20V1,,
W,일학습병행자격,L3,반도체설계,,,20V1,,
W,일학습병행자격,L4,반도체설계,,,20V1,,
W,일학습병행자격,L4,디스플레이개발,,,20V1,,
W,일학습병행자격,L3,디스플레이생산,,,20V1,,
W,일학습병행자격,L4,디스플레이생산,,,20V1,,
W,일학습병행자격,L5,로봇기구개발,,,20V1,,
W,일학습병행자격,L5,로봇소프트웨어개발,,,20V1,,
W,일학습병행자격,L5,로봇제어기하드웨어개발,,,20V1,,
W,일학습병행자격,L3,SW개발,,,20V1,,
W,일학습병행자격,L5,SW개발,,,20V1,,
W,일학습병행자격,L4,패션머천다이징,,,ver1.0,,
W,일학습병행자격,L3,섬유염색가공관리,,,ver1.0,,
W,일학습병행자격,L3,패션소품생산,,,ver1.0,,
W,일학습병행자격,L4,SW테스터,,,ver1.0,,
W,일학습병행자격,L3,유선통신운용,,,ver1.0,,
W,일학습병행자격,L4,식품품질관리,,,ver1.0,,
W,일학습병행자격,L3,농산식품저장·유통,,,ver1.0,,
W,일학습병행자격,L5,기후대기관리,,,ver1.0,,
W,일학습병행자격,L5,소음진동관리,,,ver1.0,,
W,일학습병행자격,L5,토양지하수관리,,,ver1.0,,
W,일학습병행자격,L3,전특작재배,,,ver1.0,,
W,일학습병행자격,L5,공연무대디자이너,,,ver1.0,,
W,일학습병행자격,L5,디지털디자인,,,ver1.0,,
W,일학습병행자격,L5,서비스·경험디자인,,,ver1.0,,
W,일학습병행자격,L5,실용음악예술,프로덕션,,ver1.0,,
W,일학습병행자격,L4,문화재보수기능기술,단청,,ver1.0,,
W,일학습병행자격,L4,스마트앱디자인설계,,,ver1.0,,
W,일학습병행자격,L3,공연영상,,,ver1.0,,
W,일학습병행자격,L3,제품디자인,,,ver1.0,,
W,일학습병행자격,L5,열차운용DIA관리,,,ver1.0,,
W,일학습병행자격,L4,정비기지시설물유지보수,,,ver1.0,,
W,일학습병행자격,L3,수상레저기구운항,,,ver1.0,,
W,일학습병행자격,L3,부동산관리,,,ver1.0,,
W,일학습병행자격,L3,신변보호,,,ver1.0,,
W,일학습병행자격,L5,호텔객실,지배인,,ver1.0,,
W,일학습병행자격,L2,건설기계정비,,,ver2.0,,
W,일학습병행자격,L2,수상작업용건설기계조종,,,ver2.0,,
W,일학습병행자격,L2,천공기조종,,,ver2.0,,
W,일학습병행자격,L2,콘크리트공기계조종,,,ver2.0,,
W,일학습병행자격,L2,지게차조종,,,ver2.0,,
W,일학습병행자격,L2,건설용크레인조종,,,ver2.0,,
W,일학습병행자격,L2,항만용크레인조종,,,ver2.0,,
W,일학습병행자격,L3,이동식크레인정비,,,ver2.0,,
W,일학습병행자격,L2,산업용크레인조종,,,ver2.0,,
W,일학습병행자격,L3,굴삭기정비,,,ver2.0,,
W,일학습병행자격,L4,청소년활동,,,ver2.0,,
W,일학습병행자격,L4,청소년상담복지,,,ver2.0,,
W,일학습병행자격,L5,문화예술경영,,,ver2.0,,
W,일학습병행자격,L5,문헌정보관리,,,ver2.0,,
W,일학습병행자격,L4,실용음악크리에이팅,,,ver2.0,,
W,일학습병행자격,L4,실용음악보컬디렉팅,,,ver2.0,,
W,일학습병행자격,L5,사진촬영,,,ver2.0,,
W,일학습병행자격,L5,공연연출,,,ver2.0,,
W,일학습병행자격,L5,공연조명,,,ver2.0,,
W,일학습병행자격,L3,공연음향,,,ver2.0,,
W,일학습병행자격,L5,공연무대디자인,,,ver2.0,,
W,일학습병행자격,L5,공연무대감독,,,ver2.0,,
W,일학습병행자격,L5,공연기술감독,,,ver2.0,,
W,일학습병행자격,L5,공연무대제작,,,ver2.0,,
W,일학습병행자격,L5,공연무대의상,,,ver2.0,,
W,일학습병행자격,L3,무대영상,,,ver2.0,,
W,일학습병행자격,L5,산림토목,,,ver1.0,,
W,일학습병행자격,L5,수산양식,,,ver1.0,,
W,일학습병행자격,L5,씨앗생산,,,ver1.0,,
W,일학습병행자격,L5,어로관리,,,ver1.0,,
W,일학습병행자격,L5,영양체생산,,,ver1.0,,
W,일학습병행자격,L5,종자유통,,,ver1.0,,
W,일학습병행자격,L5,종축,,,ver1.0,,
W,일학습병행자격,L4,동물약품제조,,,ver1.0,,
W,일학습병행자격,L4,목재가공,,,ver1.0,,
W,일학습병행자격,L4,임산물생산관리,,,ver1.0,,
W,일학습병행자격,L4,임업종묘,,,ver1.0,,
W,일학습병행자격,L4,펄프·종이제조,,,ver1.0,,
W,일학습병행자격,L3,가금사육,,,ver1.0,,
W,일학습병행자격,L3,과수재배,,,ver1.0,,
W,일학습병행자격,L3,농업환경개선,,,ver1.0,,
W,일학습병행자격,L3,버섯재배,,,ver1.0,,
W,일학습병행자격,L3,사료생산,,,ver1.0,,
W,일학습병행자격,L3,산림조성,,,ver1.0,,
W,일학습병행자격,L3,수도작재배,,,ver1.0,,
W,일학습병행자격,L3,식품육종,,,ver1.0,,
W,일학습병행자격,L3,어장환경정화관리,,,ver1.0,,
W,일학습병행자격,L3,원사생산관리,방사,,ver1.0,,
W,일학습병행자격,L3,원사생산관리,방적,,ver1.0,,
W,일학습병행자격,L3,제직의류생산,,,ver1.0,,
W,일학습병행자격,L3,패턴메이킹,,,ver1.0,,
W,일학습병행자격,L3,한복생산,,,ver1.0,,
W,일학습병행자격,L2,패션제품유통,,,ver1.0,,
W,일학습병행자격,L5,로봇기구개발,,,ver1.0,,
W,일학습병행자격,L5,로봇소프트웨어개발,,,ver1.0,,
W,일학습병행자격,L2,강구조시공,,,ver2.0,,
W,일학습병행자격,L2,건축설비시공,,,ver2.0,,
W,일학습병행자격,L3,건축설비,,,ver2.0,,
W,일학습병행자격,L3,산업환경기계설비,,,ver2.0,,
W,일학습병행자격,L5,산업환경기계설비,,,ver2.0,,
W,일학습병행자격,L3,산업환경전기·계측제어설비,,,ver2.0,,
W,일학습병행자격,L5,산업환경전기·계측제어설비,,,ver2.0,,
W,일학습병행자격,L5,조경,,,ver2.0,,
W,일학습병행자격,L5,교통계획설계,,,ver2.0,,
W,일학습병행자격,L5,도시계획,,,ver2.0,,
W,일학습병행자격,L2,도로장비조종,,,ver2.0,,
W,일학습병행자격,L5,해양에너지생산기술,,,ver2.0,,
W,일학습병행자격,L5,폐자원에너지생산기술,,,ver2.0,,
W,일학습병행자격,L3,산업안전관리,,,ver2.0,,
W,일학습병행자격,L5,산업안전관리,,,ver2.0,,
W,일학습병행자격,L3,건설안전관리,,,ver2.0,,
W,일학습병행자격,L5,건설안전관리,,,ver2.0,,
W,일학습병행자격,L3,산업보건관리,,,ver2.0,,
W,일학습병행자격,L5,산업보건관리,,,ver2.0,,
W,일학습병행자격,L3,비파괴검사관리,,,ver2.0,,
W,일학습병행자격,L5,비파괴검사관리,,,ver2.0,,
W,일학습병행자격,L3,수도작재배,,,ver2.0,,
W,일학습병행자격,L3,버섯재배,,,ver2.0,,
W,일학습병행자격,L5,농촌체험,,,ver2.0,,
W,일학습병행자격,L2,농촌체험,,,ver2.0,,
W,일학습병행자격,L3,전특작재배,,,ver2.0,,
W,일학습병행자격,L5,종자유통,,,ver2.0,,
W,일학습병행자격,L3,씨앗생산,,,ver2.0,,
W,일학습병행자격,L5,임베디드SW개발,,,20V1,,
W,일학습병행자격,L5,IT시스템운영,,,20V1,,
W,일학습병행자격,L5,SW테스트,,,20V1,,
W,일학습병행자격,L5,정보통신설계,,,20V1,,
W,일학습병행자격,L3,정보통신설비시공,,,20V1,,
W,일학습병행자격,L2,정보통신선로시공,,,20V1,,
W,일학습병행자격,L3,무선통신시공,,,20V1,,
W,일학습병행자격,L4,무선통신설계,,,20V1,,
W,일학습병행자격,L4,구내방송통신설계,,,20V1,,
W,일학습병행자격,L2,통신기기운용,,,20V1,,
W,일학습병행자격,L3,유선통신운용,,,20V1,,
W,일학습병행자격,L3,무선통신운용,,,20V1,,
W,일학습병행자격,L5,방송시스템관리,,,20V1,,
W,일학습병행자격,L2,수산식품가공,,,20V1,,
W,일학습병행자격,L3,수산식품가공,,,20V1,,
W,일학습병행자격,L2,축산식품가공,,,20V1,,
W,일학습병행자격,L3,축산식품가공,,,20V1,,
W,일학습병행자격,L3,유가공,,,20V1,,
W,일학습병행자격,L3,건강기능식품가공,,,20V1,,
W,일학습병행자격,L2,김치류제조가공,,,20V1,,
W,일학습병행자격,L2,면류제조,,,20V1,,
W,일학습병행자격,L2,음료제조가공,,,20V1,,
W,일학습병행자격,L3,주류제조가공,,,20V1,,
W,일학습병행자격,L5,식품가공연구개발,,,20V1,,
W,일학습병행자격,L4,식품품질관리,,,20V1,,
W,일학습병행자격,L3,수산식품저장·유통,,,20V1,,
W,일학습병행자격,L3,농산식품저장·유통,,,20V1,,
W,일학습병행자격,L3,축산식품저장·유통,,,20V1,,
W,일학습병행자격,L2,제과,,,20V1,,
W,일학습병행자격,L2,제빵,,,20V1,,
W,일학습병행자격,L2,떡제조,,,20V1,,
W,일학습병행자격,L5,출판콘텐츠연출가,,,20V1,,
W,일학습병행자격,L3,편집디자이너,,,20V1,,
W,일학습병행자격,L5,출판에디터,,,20V1,,
W,일학습병행자격,L2,평판인쇄,,,20V1,,
W,일학습병행자격,L4,프리프레스,,,20V1,,
W,일학습병행자격,L3,해양관측측량,,,ver2.0,,
W,일학습병행자격,L5,해양관측측량,,,ver2.0,,
W,일학습병행자격,L5,해양생태분석,,,ver2.0,,
W,일학습병행자격,L3,해양환경보전관리,,,ver2.0,,
W,일학습병행자격,L5,해양환경보전관리,,,ver2.0,,
W,일학습병행자격,L5,해양환경평가관리,,,ver2.0,,
W,일학습병행자격,L3,해양플랜트설치·운용관리,,,ver2.0,,
